employee_id,age,education_level,department,job_role,years_experience,training_hours,avg_monthly_hours,satisfaction_level,last_performance_score,absenteeism_days,promotion_last_5yrs,performance_label
E10727,25,Masters,IT,Technician,1,42,160,0.991,5,5,0,High
E10728,40,High School,Sales,Technician,23,35,159,0.677,1,1,0,Low
E10729,46,Bachelors,HR,Operator,26,38,156,0.94,3,1,0,Medium
E10730,49,Masters,Finance,Engineer,33,41,141,0.414,2,5,0,Low
E10731,37,High School,HR,Manager,14,43,184,1.0,1,3,0,Low
E10732,57,Masters,IT,Analyst,40,43,153,0.633,2,0,0,Medium
E10733,51,Bachelors,Finance,Analyst,33,39,189,0.827,3,4,0,Medium
E10734,29,Masters,HR,Operator,10,48,160,0.856,4,3,0,Medium
E10735,47,Masters,IT,Engineer,25,42,173,0.61,4,2,0,Medium
E10736,49,Masters,R&D,Analyst,32,56,171,0.847,1,1,0,Medium
E10737,34,Bachelors,Sales,Manager,13,44,144,0.857,2,2,0,Medium
E10738,50,Bachelors,R&D,Operator,32,42,167,0.572,1,1,0,Low
E10739,56,Masters,R&D,Analyst,39,37,199,0.574,1,6,0,Low
E10740,53,Bachelors,Sales,Manager,33,37,165,0.708,2,5,0,Low
E10741,50,Bachelors,Production,Executive,35,41,178,0.679,4,1,0,Medium
E10742,46,High School,IT,Technician,26,40,174,0.951,2,3,0,Medium
E10743,32,PhD,Sales,Manager,8,32,166,0.826,1,2,0,Low
E10744,52,Masters,Production,Analyst,30,33,164,0.687,2,1,0,Medium
E10745,35,Bachelors,Production,Engineer,21,32,171,0.809,3,4,0,Medium
E10746,42,Masters,Sales,Manager,21,46,175,0.332,2,7,0,Low
E10747,33,Bachelors,Sales,Manager,14,50,133,0.589,5,1,1,Medium
E10748,33,Bachelors,R&D,Technician,19,54,165,0.752,3,2,0,Medium
E10749,27,Bachelors,IT,Engineer,6,48,156,0.901,5,1,0,High
E10750,58,Bachelors,Finance,Executive,40,38,152,0.736,1,2,0,Medium
E10751,27,Bachelors,R&D,Executive,6,43,186,0.962,2,5,1,Medium
E10752,25,Masters,IT,Analyst,6,28,145,0.856,1,2,0,Low
E10753,57,Masters,Sales,Operator,39,30,132,0.612,1,5,0,Low
E10754,43,Bachelors,IT,Operator,23,38,176,0.675,5,0,0,Medium
E10755,38,Bachelors,Production,Executive,19,43,132,0.774,3,0,0,Medium
E10756,50,High School,IT,Operator,32,33,121,0.619,4,2,0,Medium
E10757,36,PhD,R&D,Technician,18,33,178,0.976,2,1,0,Medium
E10758,26,Masters,HR,Executive,8,32,163,0.5,1,2,0,Low
E10759,49,Masters,Production,Manager,28,46,169,0.757,5,0,0,High
E10760,28,Bachelors,Sales,Technician,11,46,151,0.832,4,3,0,Medium
E10761,43,High School,HR,Engineer,27,38,132,0.644,4,3,0,Medium
E10762,58,Bachelors,Sales,Operator,35,32,136,0.603,3,0,0,Medium
E10763,57,High School,Production,Executive,39,41,155,0.686,3,4,0,Medium
E10764,35,High School,R&D,Executive,12,35,135,0.846,3,0,0,High
E10765,51,High School,Production,Executive,31,34,166,0.61,4,0,0,Medium
E10766,45,PhD,IT,Executive,23,48,151,0.508,2,2,0,Low
E10767,40,High School,IT,Analyst,24,28,164,0.907,2,0,0,Medium
E10768,27,High School,IT,Manager,11,30,163,0.772,2,0,0,Medium
E10769,36,Masters,HR,Technician,17,38,168,0.881,3,2,0,Medium
E10770,46,Bachelors,IT,Engineer,28,41,170,0.837,5,3,0,Medium
E10771,59,Masters,Finance,Technician,40,49,153,1.0,5,3,0,High
E10772,22,Bachelors,Production,Engineer,2,33,164,0.901,3,1,0,Medium
E10773,49,Masters,IT,Executive,32,42,165,0.57,2,0,1,Medium
E10774,54,Bachelors,Production,Engineer,35,40,111,0.785,5,2,0,Medium
E10775,58,Bachelors,Production,Manager,39,46,173,0.6,2,1,0,Medium
E10776,38,Masters,IT,Operator,22,46,163,0.618,2,2,0,Medium
E10777,26,Bachelors,R&D,Operator,9,45,171,0.446,5,7,0,Medium
E10778,32,Bachelors,Sales,Manager,13,38,134,0.648,2,1,0,Low
E10779,54,Bachelors,HR,Engineer,31,35,154,0.798,3,1,0,Medium
E10780,55,High School,Production,Engineer,38,36,138,0.688,5,4,0,Medium
E10781,46,Masters,Sales,Executive,25,46,175,0.502,2,1,0,Low
E10782,26,Bachelors,R&D,Manager,7,54,132,0.426,4,2,0,Medium
E10783,26,High School,Finance,Operator,9,38,141,1.0,1,2,0,Medium
E10784,40,Bachelors,HR,Executive,21,39,171,0.759,5,1,0,Medium
E10785,44,Masters,Production,Engineer,21,37,147,0.552,3,1,0,Medium
E10786,23,Bachelors,IT,Executive,5,42,141,0.783,4,3,0,Medium
E10787,48,Bachelors,Sales,Engineer,27,39,178,1.0,3,3,0,Medium
E10788,42,Masters,HR,Manager,25,41,179,0.812,3,6,0,Medium
E10789,22,High School,Finance,Analyst,4,48,174,0.198,3,4,0,Low
E10790,25,Masters,Production,Engineer,3,38,177,1.0,1,3,0,Low
E10791,39,Bachelors,Production,Analyst,22,39,155,0.367,2,3,0,Low
E10792,49,Bachelors,Production,Engineer,31,38,156,0.663,2,1,0,Medium
E10793,53,Bachelors,Sales,Executive,36,42,147,0.496,2,5,0,Low
E10794,38,Masters,Finance,Analyst,20,34,163,0.567,2,0,0,Low
E10795,33,Bachelors,Sales,Operator,13,39,149,0.751,4,4,0,Medium
E10796,58,Bachelors,Sales,Analyst,38,32,151,0.327,5,4,0,Medium
E10797,39,Bachelors,Finance,Manager,19,28,172,0.684,5,3,0,Medium
E10798,33,Bachelors,R&D,Technician,17,46,184,0.907,5,1,0,Medium
E10799,38,Bachelors,IT,Operator,24,39,168,0.548,4,3,0,Medium
E10800,22,Bachelors,Production,Operator,5,36,196,0.45,3,3,0,Low
E10801,33,Bachelors,Sales,Operator,11,37,146,0.675,4,1,0,Medium
E10802,41,High School,IT,Operator,23,39,123,0.639,1,0,0,Medium
E10803,56,Bachelors,Production,Operator,38,43,174,0.593,5,2,0,Medium
E10804,50,Bachelors,R&D,Engineer,28,35,145,0.486,3,2,0,Low
E10805,51,Bachelors,IT,Manager,31,44,155,0.793,1,5,0,Low
E10806,42,High School,R&D,Engineer,19,37,125,0.807,3,3,0,Medium
E10807,26,Bachelors,Production,Executive,9,40,142,0.508,2,3,0,Low
E10808,36,Bachelors,Sales,Operator,18,50,130,0.533,2,2,0,Low
E10809,59,High School,Production,Analyst,38,48,151,0.725,1,2,0,Low
E10810,23,Bachelors,Finance,Technician,3,47,152,0.526,1,6,0,Low
E10811,55,Bachelors,Finance,Engineer,35,36,162,0.732,2,0,0,Medium
E10812,48,Masters,R&D,Engineer,30,44,185,0.964,2,4,0,Medium
E10813,32,Bachelors,IT,Technician,16,41,174,0.689,5,2,0,Medium
E10814,51,Masters,R&D,Analyst,32,43,128,0.482,2,4,0,Low
E10815,53,Bachelors,HR,Analyst,35,42,172,0.771,2,1,0,Medium
E10816,23,Masters,Production,Analyst,2,49,162,0.668,5,1,0,Medium
E10817,26,Bachelors,IT,Technician,10,32,158,0.673,5,1,0,Medium
E10818,47,Bachelors,Finance,Operator,26,39,160,0.786,1,2,0,Low
E10819,59,Bachelors,Sales,Manager,37,47,164,0.824,1,3,0,Low
E10820,22,Masters,Finance,Analyst,0,48,146,0.706,1,1,0,Low
E10821,47,Bachelors,IT,Analyst,28,40,156,0.689,3,4,0,Medium
E10822,27,Bachelors,Production,Engineer,10,31,184,1.0,3,1,0,Medium
E10823,46,Bachelors,Sales,Manager,26,44,146,0.916,2,2,1,Medium
E10824,45,Masters,IT,Operator,25,39,139,0.85,1,0,0,Medium
E10825,25,High School,IT,Operator,7,49,159,0.724,2,4,0,Low
E10826,47,Bachelors,IT,Executive,27,43,137,0.519,4,2,0,Medium
E10827,56,Bachelors,Sales,Manager,40,44,126,0.903,2,0,0,Medium
E10828,54,Masters,R&D,Engineer,34,50,153,0.726,1,3,1,Low
E10829,23,Bachelors,HR,Executive,2,44,189,0.596,4,1,0,Medium
E10830,31,Bachelors,IT,Technician,15,45,159,0.656,4,1,0,Medium
E10831,31,PhD,HR,Operator,10,37,164,0.526,3,5,0,Low
E10832,39,Bachelors,R&D,Technician,19,38,117,0.89,5,1,0,High
E10833,27,High School,IT,Engineer,11,39,169,0.823,5,2,0,High
E10834,54,Bachelors,Sales,Technician,37,50,162,0.733,1,3,0,Low
E10835,51,High School,Finance,Manager,28,37,147,0.692,5,4,0,High
E10836,52,High School,Finance,Executive,31,31,164,0.577,1,5,1,Low
E10837,29,Bachelors,Sales,Manager,14,37,163,0.317,3,1,0,Low
E10838,22,Masters,Sales,Operator,7,36,139,0.446,5,1,0,Medium
E10839,56,Masters,Production,Engineer,39,35,167,0.566,5,2,0,Medium
E10840,32,High School,HR,Executive,8,30,184,0.539,1,1,0,Low
E10841,46,Bachelors,Production,Executive,27,51,155,0.752,1,2,0,Low
E10842,56,High School,R&D,Engineer,35,40,143,0.846,2,2,0,Medium
E10843,23,Masters,R&D,Executive,4,34,156,0.677,2,3,1,Low
E10844,22,High School,HR,Engineer,2,37,177,0.954,2,3,0,Low
E10845,22,Bachelors,IT,Engineer,2,43,135,0.559,3,6,0,Low
E10846,27,Bachelors,Sales,Executive,11,34,172,0.676,2,0,0,Low
E10847,23,Bachelors,R&D,Executive,8,43,146,0.691,3,1,0,Medium
E10848,53,Bachelors,R&D,Analyst,30,45,165,0.897,5,3,0,High
E10849,45,Masters,Sales,Engineer,21,47,149,0.719,3,4,0,Medium
E10850,59,Bachelors,R&D,Executive,40,39,149,0.724,2,1,0,Low
E10851,52,Masters,IT,Analyst,30,31,190,0.402,3,1,0,Medium
E10852,58,Bachelors,Finance,Engineer,35,35,132,0.538,4,1,0,Medium
E10853,31,Masters,Sales,Executive,7,40,170,0.897,5,0,0,Medium
E10854,32,Masters,Production,Engineer,13,43,195,0.326,5,2,0,Medium
E10855,54,PhD,Production,Manager,32,32,174,0.942,2,0,0,Medium
E10856,31,Bachelors,Finance,Manager,9,34,133,0.79,5,1,0,Medium
E10857,24,Bachelors,Production,Executive,2,39,134,0.565,5,1,0,Medium
E10858,47,Bachelors,R&D,Executive,32,36,145,0.55,1,2,0,Low
E10859,52,Bachelors,Finance,Manager,30,40,163,1.0,3,7,0,Medium
E10860,58,Bachelors,Finance,Technician,40,44,165,0.954,1,2,1,Medium
E10861,57,PhD,IT,Executive,39,34,135,0.679,3,1,0,Medium
E10862,26,PhD,HR,Operator,10,46,143,0.724,1,1,0,Low
E10863,51,Bachelors,IT,Technician,32,40,144,0.584,2,1,0,Low
E10864,54,Bachelors,Production,Operator,32,39,156,0.724,3,1,0,Medium
E10865,48,Masters,Production,Operator,26,32,200,0.579,2,1,0,Low
E10866,53,Masters,R&D,Manager,35,42,141,0.686,1,1,0,Low
E10867,53,Bachelors,HR,Analyst,37,48,140,1.0,2,2,0,Medium
E10868,38,Bachelors,Finance,Operator,20,35,137,0.683,3,3,0,Medium
E10869,23,Masters,Sales,Engineer,2,36,173,0.511,4,2,0,Medium
E10870,39,Bachelors,Sales,Manager,23,30,159,0.454,1,3,0,Low
E10871,29,Bachelors,IT,Engineer,12,38,142,0.723,3,3,0,Medium
E10872,26,PhD,Production,Operator,5,40,153,0.563,1,1,0,Low
E10873,26,PhD,HR,Operator,5,36,144,0.744,1,3,0,Medium
E10874,48,Masters,R&D,Analyst,31,39,166,0.408,1,2,1,Low
E10875,41,Masters,HR,Executive,23,34,214,0.824,4,2,1,Medium
E10876,42,Bachelors,R&D,Executive,28,35,171,0.509,5,2,0,Medium
E10877,50,Bachelors,Sales,Executive,30,37,158,0.708,4,0,0,Medium
E10878,42,Bachelors,IT,Analyst,20,37,147,0.639,2,0,0,Low
E10879,45,Bachelors,IT,Executive,28,39,133,1.0,5,4,1,High
E10880,25,Bachelors,HR,Analyst,10,39,175,0.731,3,2,0,Medium
E10881,54,Bachelors,HR,Manager,38,35,174,1.0,3,5,0,High
E10882,39,Bachelors,Finance,Executive,22,37,151,0.801,4,1,0,Medium
E10883,27,Masters,HR,Executive,8,43,184,0.957,4,1,0,Medium
E10884,52,Bachelors,Sales,Manager,36,40,160,0.662,3,0,0,Medium
E10885,49,Bachelors,Sales,Technician,30,42,175,0.762,3,3,0,Medium
E10886,24,High School,Production,Operator,10,33,166,0.919,2,0,0,Medium
E10887,29,High School,R&D,Technician,10,33,156,0.863,4,1,0,Medium
E10888,22,Masters,Sales,Engineer,7,40,141,0.796,4,4,0,Medium
E10889,32,Bachelors,Production,Manager,9,45,157,0.641,3,1,0,Medium
E10890,25,Bachelors,Sales,Technician,4,39,177,0.671,4,0,0,Medium
E10891,48,Masters,R&D,Analyst,29,45,150,0.905,1,3,0,Medium
E10892,41,Bachelors,Sales,Operator,23,45,169,0.942,3,1,0,High
E10893,59,High School,Finance,Analyst,39,39,138,0.593,5,3,0,Medium
E10894,50,Bachelors,Finance,Analyst,32,40,176,0.566,4,0,0,High
E10895,45,High School,Finance,Analyst,27,40,166,0.537,4,2,0,Medium
E10896,41,Bachelors,HR,Executive,18,41,136,0.849,5,1,0,High
E10897,24,Bachelors,HR,Engineer,6,36,156,0.533,4,3,0,Medium
E10898,24,High School,Production,Operator,3,39,179,0.847,4,2,0,Medium
E10899,45,High School,Finance,Manager,27,42,135,0.798,3,1,0,Medium
E10900,22,Bachelors,Sales,Manager,4,35,139,0.602,5,0,0,Medium
E10901,23,High School,Finance,Technician,6,53,159,0.981,4,2,0,High
E10902,30,Masters,Finance,Engineer,12,32,203,0.437,3,4,0,Low
E10903,55,High School,IT,Technician,34,46,147,0.999,1,3,0,Medium
E10904,39,Bachelors,IT,Engineer,22,37,170,0.757,5,0,0,High
E10905,48,Bachelors,Sales,Engineer,27,46,165,0.327,2,1,0,Low
E10906,37,Bachelors,Sales,Technician,15,28,148,0.987,2,2,0,Medium
E10907,28,High School,Sales,Engineer,10,42,163,0.875,1,4,0,Low
E10908,36,Masters,Sales,Executive,13,31,151,0.623,2,2,0,Low
E10909,25,Masters,Production,Engineer,4,37,153,0.526,1,2,0,Low
E10910,51,High School,IT,Executive,33,36,127,0.418,1,4,0,Low
E10911,28,High School,Finance,Analyst,10,38,160,1.0,1,2,0,Medium
E10912,36,Masters,HR,Operator,20,39,178,0.534,2,1,0,Low
E10913,59,Bachelors,Production,Manager,40,42,161,0.473,4,2,0,Medium
E10914,44,High School,HR,Operator,26,35,182,0.748,5,0,0,High
E10915,39,Bachelors,Production,Engineer,20,44,172,0.405,2,2,0,Low
E10916,42,Bachelors,Sales,Executive,25,47,159,0.523,3,3,0,Low
E10917,51,Masters,Sales,Manager,34,41,147,0.879,5,3,1,High
E10918,31,Bachelors,Sales,Operator,13,38,150,0.784,4,2,0,Medium
E10919,46,PhD,Finance,Operator,31,44,131,0.63,5,1,0,Medium
E10920,55,Bachelors,HR,Operator,37,32,155,0.703,3,3,0,Medium
E10921,43,Bachelors,R&D,Analyst,22,39,163,0.62,1,1,0,Low
E10922,38,Bachelors,R&D,Engineer,16,28,194,0.689,1,3,0,Low
E10923,27,Bachelors,Finance,Analyst,12,51,171,0.563,4,1,0,Medium
E10924,31,Bachelors,R&D,Analyst,14,42,143,0.596,1,2,0,Low
E10925,57,High School,Sales,Executive,40,48,131,0.59,3,4,0,Low
E10926,42,Bachelors,R&D,Executive,22,39,156,0.569,2,2,0,Low
E10927,33,Masters,HR,Technician,11,40,176,0.888,5,1,0,Medium
E10928,37,High School,Finance,Engineer,17,48,156,0.839,5,1,0,High
E10929,43,Bachelors,Finance,Executive,27,38,171,0.532,3,2,0,Low
E10930,42,Bachelors,Sales,Technician,24,38,156,0.485,3,1,0,Low
E10931,48,Bachelors,Finance,Manager,29,44,174,0.672,2,1,0,Medium
E10932,31,Masters,Sales,Engineer,13,33,128,1.0,4,2,0,Medium
E10933,46,Masters,IT,Manager,24,43,192,0.515,2,1,0,Low
E10934,38,Masters,R&D,Analyst,21,46,138,0.671,4,0,0,Medium
E10935,57,High School,HR,Engineer,40,35,176,0.716,5,2,0,High
E10936,28,Bachelors,R&D,Technician,7,37,155,0.68,1,2,0,Low
E10937,27,Bachelors,HR,Technician,10,34,158,0.618,2,2,0,Low
E10938,39,Bachelors,Finance,Technician,20,35,155,0.908,2,2,0,Medium
E10939,41,High School,Production,Executive,27,49,165,0.782,5,1,0,High
E10940,48,Bachelors,Finance,Manager,31,46,169,0.852,4,1,0,High
E10941,37,Bachelors,R&D,Technician,17,45,181,0.806,1,3,0,Low
E10942,56,Bachelors,IT,Technician,34,32,188,0.861,2,1,0,Medium
E10943,40,High School,R&D,Executive,25,39,167,0.985,4,1,0,High
E10944,26,Masters,Finance,Manager,7,40,194,0.94,5,3,0,High
E10945,26,Masters,IT,Engineer,6,26,162,1.0,3,0,0,Medium
E10946,58,Bachelors,R&D,Manager,38,42,182,0.919,1,2,0,Medium
E10947,27,Masters,R&D,Manager,10,38,169,0.579,1,4,0,Low
E10948,58,High School,R&D,Technician,36,43,149,0.853,1,0,0,Medium
E10949,32,Masters,IT,Analyst,10,38,164,0.828,1,4,0,Low
E10950,25,PhD,Finance,Manager,7,41,170,1.0,3,4,0,Medium
E10951,33,High School,R&D,Engineer,15,26,159,0.526,2,4,0,Low
E10952,45,Masters,Finance,Analyst,25,47,168,0.8,2,2,0,Low
E10953,38,PhD,Finance,Engineer,22,42,177,0.577,4,6,0,Low
E10954,51,Masters,R&D,Technician,34,38,160,0.792,3,4,0,Medium
E10955,45,PhD,Production,Executive,26,44,101,0.661,4,2,0,Medium
E10956,37,Bachelors,HR,Engineer,18,46,194,0.786,3,3,0,Medium
E10957,46,High School,Production,Operator,25,37,154,0.446,2,0,0,Low
E10958,58,Masters,HR,Analyst,38,44,144,0.843,5,6,0,Medium
E10959,37,Bachelors,IT,Technician,14,42,138,0.737,3,3,0,Medium
E10960,27,Bachelors,HR,Analyst,7,36,153,0.727,5,2,0,Medium
E10961,37,Bachelors,R&D,Analyst,22,42,149,1.0,1,3,0,Medium
E10962,53,Bachelors,R&D,Technician,35,45,145,0.631,5,1,0,High
E10963,30,High School,Finance,Engineer,14,44,146,0.762,4,1,0,Medium
E10964,58,Masters,Sales,Technician,40,45,171,0.718,2,2,0,Low
E10965,44,High School,Production,Operator,28,49,201,0.736,4,2,0,High
E10966,44,Masters,Production,Operator,23,41,176,1.0,4,1,0,High
E10967,34,Masters,IT,Executive,17,37,182,0.711,5,5,0,High
E10968,56,Bachelors,IT,Analyst,38,39,152,0.598,2,1,0,Low
E10969,23,Bachelors,Finance,Technician,3,40,162,1.0,5,1,0,High
E10970,33,Bachelors,HR,Engineer,17,40,169,0.645,4,2,0,Medium
E10971,37,PhD,Finance,Executive,17,49,147,0.411,2,3,0,Low
E10972,40,Masters,HR,Executive,21,35,151,0.567,2,2,0,Low
E10973,40,Bachelors,Finance,Operator,17,42,177,0.476,2,1,0,Low
E10974,27,High School,HR,Executive,4,41,182,0.376,3,3,1,Low
E10975,30,Bachelors,Finance,Manager,14,45,161,0.635,5,1,0,Medium
E10976,25,Bachelors,Finance,Operator,5,41,136,0.687,5,1,1,High
E10977,43,Masters,HR,Executive,23,46,154,0.912,1,3,0,Low
E10978,35,Masters,IT,Operator,14,43,131,0.813,1,3,0,Low
E10979,43,Bachelors,R&D,Engineer,24,40,162,0.805,1,3,1,Low
E10980,44,Masters,HR,Technician,24,44,165,0.539,4,0,0,Medium
E10981,48,Bachelors,IT,Engineer,29,40,155,0.859,2,3,0,Medium
E10982,42,Masters,Production,Technician,21,44,165,0.95,4,3,0,High
E10983,46,Bachelors,Sales,Technician,27,37,168,0.771,4,0,0,Medium
E10984,44,Bachelors,Production,Executive,21,48,165,0.776,1,1,0,Low
E10985,46,Masters,Production,Technician,31,38,136,0.472,4,2,0,Medium
E10986,45,Bachelors,IT,Operator,24,27,155,0.89,4,4,0,Medium
E10987,34,Bachelors,IT,Manager,14,41,168,1.0,5,3,0,High
E10988,31,PhD,R&D,Manager,11,42,192,0.758,4,1,0,Medium
E10989,51,High School,Sales,Executive,31,32,155,0.593,2,2,0,Medium
E10990,35,High School,IT,Manager,15,44,171,0.671,5,3,0,Medium
E10991,42,Bachelors,Finance,Analyst,23,40,178,0.624,2,1,0,Low
E10992,29,Bachelors,HR,Technician,8,42,156,0.635,5,3,0,Medium
E10993,38,High School,Finance,Analyst,16,45,183,0.817,2,2,0,Medium
E10994,42,Bachelors,Finance,Manager,23,36,184,0.75,5,2,0,Medium
E10995,45,Masters,Finance,Analyst,27,40,188,0.881,4,2,0,Medium
E10996,42,Bachelors,R&D,Executive,23,41,169,0.767,3,3,0,Medium
E10997,35,Bachelors,R&D,Technician,18,44,207,0.544,2,3,0,Low
E10998,58,Masters,R&D,Manager,38,44,148,0.61,1,2,0,Low
E10999,41,Bachelors,Production,Operator,24,41,202,0.599,5,2,0,Medium
E11000,52,Masters,Production,Analyst,32,35,175,0.666,5,4,0,High
E11001,49,Bachelors,R&D,Manager,34,53,187,1.0,3,2,0,Medium
E11002,43,PhD,Production,Operator,21,46,154,1.0,5,2,0,High
E11003,55,Bachelors,IT,Analyst,35,41,177,0.851,4,3,0,Medium
E11004,26,High School,R&D,Operator,5,34,189,0.721,2,3,0,Low
E11005,57,Masters,Sales,Engineer,40,49,138,0.455,5,0,0,Medium
E11006,54,Bachelors,IT,Operator,35,36,157,0.74,4,1,0,Medium
E11007,41,High School,IT,Analyst,23,34,117,0.558,3,4,0,Low
E11008,49,High School,Production,Manager,33,41,156,0.993,1,1,1,Medium
E11009,41,Bachelors,Finance,Manager,20,43,144,0.411,4,2,0,Medium
E11010,32,High School,Sales,Analyst,11,41,156,0.769,2,1,1,Low
E11011,52,Bachelors,IT,Analyst,32,37,218,0.543,2,1,0,Low
E11012,31,High School,Finance,Operator,17,58,194,0.698,4,2,0,Medium
E11013,33,Bachelors,R&D,Analyst,18,45,131,0.82,5,2,0,High
E11014,41,Bachelors,R&D,Technician,21,43,171,0.884,1,1,0,Medium
E11015,53,Bachelors,Finance,Executive,33,38,176,0.689,5,2,1,High
E11016,36,Bachelors,IT,Analyst,15,49,153,0.837,2,1,0,Low
E11017,40,High School,Finance,Operator,19,29,164,0.581,3,3,0,Medium
E11018,23,Bachelors,R&D,Manager,8,29,166,0.744,5,1,1,Medium
E11019,26,Bachelors,HR,Executive,6,44,133,0.88,2,3,0,Medium
E11020,24,Bachelors,IT,Operator,6,42,139,0.76,2,1,0,Medium
E11021,24,High School,Production,Engineer,9,41,163,0.605,5,5,0,Medium
E11022,55,High School,IT,Operator,33,41,162,0.65,2,0,0,Medium
E11023,53,Bachelors,Finance,Engineer,32,44,146,0.883,5,0,0,High
E11024,53,Bachelors,Sales,Technician,38,42,144,0.503,2,3,0,Low
E11025,24,Bachelors,Production,Technician,3,35,158,0.53,4,1,0,Medium
E11026,24,Masters,HR,Technician,2,49,178,0.808,3,2,0,Medium
E11027,32,Bachelors,Production,Manager,15,36,158,0.621,5,1,0,Medium
E11028,43,Bachelors,R&D,Engineer,24,51,192,0.438,3,3,0,Medium
E11029,34,Bachelors,Production,Manager,16,29,146,0.943,3,0,0,Medium
E11030,40,High School,Production,Executive,21,40,164,0.502,3,3,0,Low
E11031,28,Bachelors,Finance,Executive,6,47,153,0.664,2,3,0,Low
E11032,49,Bachelors,Production,Engineer,30,41,172,0.588,3,2,0,Medium
E11033,33,Bachelors,IT,Analyst,17,51,144,0.646,3,2,0,Medium
E11034,24,High School,Production,Technician,7,48,199,0.541,4,1,0,Medium
E11035,50,Masters,HR,Executive,34,44,126,0.829,1,2,0,Medium
E11036,56,Masters,Sales,Engineer,38,39,194,0.72,3,1,0,Medium
E11037,22,High School,IT,Operator,4,42,162,0.877,3,4,0,Medium
E11038,38,Bachelors,Finance,Technician,17,43,171,0.59,4,3,0,Medium
E11039,53,Masters,Finance,Executive,33,40,187,1.0,4,2,0,Medium
E11040,48,Bachelors,IT,Operator,26,51,177,0.357,3,2,0,Low
E11041,54,Masters,IT,Manager,37,42,145,0.415,1,1,0,Low
E11042,37,Bachelors,IT,Engineer,18,32,172,1.0,2,1,0,Medium
E11043,36,Masters,Production,Analyst,19,37,197,0.785,2,5,0,Low
E11044,48,PhD,Production,Technician,30,40,142,0.761,2,2,0,Medium
E11045,27,High School,Sales,Operator,6,43,202,0.778,4,0,0,Medium
E11046,31,Bachelors,IT,Technician,14,27,168,0.803,3,3,0,Medium
E11047,44,Bachelors,R&D,Technician,23,43,151,0.754,4,2,0,Medium
E11048,47,High School,Finance,Analyst,29,35,142,0.526,1,0,0,Low
E11049,26,Bachelors,IT,Operator,8,29,156,0.847,5,2,0,High
E11050,41,PhD,Production,Manager,18,31,121,0.819,3,0,0,Medium
E11051,35,High School,R&D,Engineer,15,38,152,0.957,2,2,0,Medium
E11052,41,Bachelors,Finance,Manager,17,26,155,1.0,2,3,0,Medium
E11053,58,Masters,Sales,Operator,39,32,139,0.759,5,4,0,High
E11054,24,Bachelors,Production,Technician,7,31,175,0.479,4,2,0,Low
E11055,59,Bachelors,Sales,Operator,40,44,156,1.0,1,3,0,Medium
E11056,39,PhD,R&D,Technician,21,34,147,0.517,5,0,0,Medium
E11057,51,Bachelors,Production,Executive,29,37,153,0.761,1,3,0,Low
E11058,38,High School,Production,Technician,15,45,167,0.654,2,0,0,Medium
E11059,33,High School,R&D,Engineer,10,44,161,0.622,4,1,0,Medium
E11060,51,Masters,R&D,Operator,29,50,146,0.838,3,4,0,Medium
E11061,48,Bachelors,Sales,Operator,29,40,163,0.744,3,4,0,Medium
E11062,27,Bachelors,Production,Engineer,8,33,159,0.792,5,1,0,High
E11063,48,High School,Sales,Executive,29,44,137,0.553,4,3,0,Medium
E11064,50,Bachelors,Sales,Engineer,28,40,154,0.669,5,1,0,Medium
E11065,36,Masters,R&D,Engineer,18,44,172,0.561,2,3,0,Low
E11066,57,Bachelors,Sales,Technician,37,40,171,0.664,5,4,0,Medium
E11067,46,PhD,Sales,Analyst,26,53,155,0.679,2,1,0,Medium
E11068,34,Bachelors,IT,Engineer,16,42,174,1.0,5,2,0,High
E11069,22,Bachelors,Finance,Engineer,1,26,140,0.653,3,1,0,Medium
E11070,47,Masters,HR,Manager,29,42,141,0.317,3,5,0,Low
E11071,29,Bachelors,Finance,Manager,6,33,155,0.951,1,3,0,Low
E11072,50,Bachelors,IT,Manager,31,54,190,0.781,5,7,0,Medium
E11073,41,Masters,HR,Engineer,21,46,163,0.676,2,6,0,Low
E11074,39,Bachelors,Finance,Analyst,24,34,154,0.621,3,1,0,Medium
E11075,28,Bachelors,IT,Technician,8,54,191,0.53,1,0,0,Low
E11076,49,PhD,Finance,Operator,28,35,154,1.0,5,3,0,High
E11077,28,High School,Sales,Manager,10,43,205,0.709,2,4,0,Low
E11078,37,Bachelors,HR,Manager,18,41,150,0.387,4,1,0,Medium
E11079,53,High School,HR,Analyst,38,42,140,0.759,4,0,0,Medium
E11080,56,Bachelors,R&D,Technician,39,44,157,0.917,3,2,0,Medium
E11081,59,Bachelors,Production,Manager,39,49,155,0.728,1,1,0,Medium
E11082,58,Bachelors,Finance,Executive,36,48,144,0.538,2,0,0,Medium
E11083,43,High School,IT,Manager,23,39,212,0.522,4,3,0,Medium
E11084,29,Bachelors,IT,Analyst,11,34,166,0.535,3,1,0,Low
E11085,53,Bachelors,Production,Technician,35,33,169,0.974,3,0,0,Medium
E11086,52,Bachelors,R&D,Operator,34,39,151,0.687,2,2,0,Medium
E11087,59,Bachelors,HR,Analyst,39,52,148,0.398,3,2,0,Medium
E11088,46,Masters,Sales,Manager,31,37,181,0.769,1,4,0,Low
E11089,27,Bachelors,HR,Analyst,7,35,126,0.725,3,1,0,Medium
E11090,41,Bachelors,IT,Engineer,19,29,137,0.619,1,3,0,Low
